"지점","지점명","일시","기온(°C)","풍속(m/s)","풍향(16방위)","습도(%)","전운량(10분위)","dangjin"
"129","서산","2019-07-10 17:00","21.2","2","50","93","10","215"
"129","서산","2019-07-10 18:00","20.4","2.8","50","91","10","273"
"129","서산","2019-07-10 19:00","20","3.6","50","94","10","205"
"129","서산","2019-07-10 20:00","19.6","2.9","50","97","10","124"
"129","서산","2019-07-10 21:00","19.2","2.8","20","97","6","197"
"129","서산","2019-07-10 22:00","19.2","3.5","50","97","10","75"
"129","서산","2019-07-10 23:00","19.4","3.3","50","96","10","24"
"129","서산","2019-07-11 00:00","19.5","3.8","50","95","6","0"
"129","서산","2019-07-11 01:00","19.7","2.5","50","94","4","0"
"129","서산","2019-07-11 02:00","19.6","2.5","50","95","0","0"
"129","서산","2019-07-11 03:00","19.5","3.3","20","97","1","0"
"129","서산","2019-07-11 04:00","19.6","2.9","20","97","4","0"
"129","서산","2019-07-11 05:00","19.7","2.9","20","97","1","0"
"129","서산","2019-07-11 06:00","19.9","2.4","360","96","0","0"
"129","서산","2019-07-11 07:00","20.4","2","20","95","5","0"
"129","서산","2019-07-11 08:00","21.2","2.9","360","92","7","0"
"129","서산","2019-07-11 09:00","21.4","2.9","360","88","7","0"
"129","서산","2019-07-11 10:00","21.6","2.9","360","85","9","0"
"129","서산","2019-07-11 11:00","23","2.7","340","80","8","0"
"129","서산","2019-07-11 12:00","22.6","2.6","340","80","9","0"
"129","서산","2019-07-11 13:00","23","3.2","340","77","9","67"
"129","서산","2019-07-11 14:00","24.1","2.9","360","71","9","136"
"129","서산","2019-07-11 15:00","24.4","2.5","360","71","9","154"
"129","서산","2019-07-11 16:00","23.9","3.3","340","73","7","171"
"129","서산","2019-07-11 17:00","23.6","2.4","360","73","9","314"
"129","서산","2019-07-11 18:00","22.8","3.5","340","74","5","177"
"129","서산","2019-07-11 19:00","22.1","2.2","340","78","5","236"
"129","서산","2019-07-11 20:00","20.9","3.2","320","85","4","282"
"129","서산","2019-07-11 21:00","20.5","1.5","320","89","4","210"
"129","서산","2019-07-11 22:00","19.9","2.3","290","91","4","100"
"129","서산","2019-07-11 23:00","19.5","1.4","290","94","2","11"
"129","서산","2019-07-12 00:00","18.6","1.1","180","97","2","7"
"129","서산","2019-07-12 01:00","18.4","0.6","160","97","3","0"
"129","서산","2019-07-12 02:00","18.6","1.4","180","97","6","0"
"129","서산","2019-07-12 03:00","18.7","1.4","200","97","9","0"
"129","서산","2019-07-12 04:00","18.6","0.6","140","97","5","0"
"129","서산","2019-07-12 05:00","18.2","1.7","160","97","3","0"
"129","서산","2019-07-12 06:00","17.7","0","0","97","2","0"
"129","서산","2019-07-12 07:00","19.4","0.2","0","97","4","0"
"129","서산","2019-07-12 08:00","20.9","1.6","230","89","4","0"
"129","서산","2019-07-12 09:00","22.9","1.5","230","80","7","0"
"129","서산","2019-07-12 10:00","24","3.2","230","76","7","0"
"129","서산","2019-07-12 11:00","24.8","2.6","200","69","7","0"
"129","서산","2019-07-12 12:00","24.2","3.4","200","77","7","0"
"129","서산","2019-07-12 13:00","26.4","3.3","250","61","8","50"
"129","서산","2019-07-12 14:00","26.9","3.4","230","60","8","208"
"129","서산","2019-07-12 15:00","26.6","4","250","60","6","400"
"129","서산","2019-07-12 16:00","26.1","4.3","250","62","8","550"
"129","서산","2019-07-12 17:00","25.3","3.1","230","65","8","646"
"129","서산","2019-07-12 18:00","24.3","2.9","200","69","8","611"
"129","서산","2019-07-12 19:00","23.6","3.2","230","76","8","678"
"129","서산","2019-07-12 20:00","22.6","1.1","200","84","6","665"
"129","서산","2019-07-12 21:00","21.9","1.5","200","94","4","465"
"129","서산","2019-07-12 22:00","21.9","1.6","180","95","9","232"
"129","서산","2019-07-12 23:00","21.6","0.9","160","97","9","156"
"129","서산","2019-07-13 00:00","21.3","1.5","160","97","7","60"
"129","서산","2019-07-13 01:00","21.3","1.3","180","97","7","5"
"129","서산","2019-07-13 02:00","21.3","1.2","180","97","6","0"
"129","서산","2019-07-13 03:00","21.5","1.6","180","97","5","0"
"129","서산","2019-07-13 04:00","21","1.6","50","97","7","0"
"129","서산","2019-07-13 05:00","20.9","2.6","90","97","10","0"
"129","서산","2019-07-13 06:00","21.3","1.5","140","96","10","0"
"129","서산","2019-07-13 07:00","20.2","2.1","360","97","10","0"
"129","서산","2019-07-13 08:00","20.2","0.5","180","97","10","0"
"129","서산","2019-07-13 09:00","20.7","1.1","230","97","10","0"
"129","서산","2019-07-13 10:00","21.3","0.8","230","96","10","0"
"129","서산","2019-07-13 11:00","21.6","1.7","200","96","9","0"
"129","서산","2019-07-13 12:00","21.7","1.8","160","97","9","0"
"129","서산","2019-07-13 13:00","22","2.1","180","96","9","7"
"129","서산","2019-07-13 14:00","22.4","1.9","180","91","9","89"
"129","서산","2019-07-13 15:00","23","1.9","180","85","10","96"
"129","서산","2019-07-13 16:00","24","1.6","180","81","9","217"
"129","서산","2019-07-13 17:00","24.5","2.4","200","78","7","189"
"129","서산","2019-07-13 18:00","24","1.9","200","80","1","158"
"129","서산","2019-07-13 19:00","23.1","2.2","200","89","2","319"
"129","서산","2019-07-13 20:00","21.9","1.8","230","96","0","529"
"129","서산","2019-07-13 21:00","21.7","0.9","200","97","0","562"
"129","서산","2019-07-13 22:00","21.8","0.8","180","97","4","411"
"129","서산","2019-07-13 23:00","21.3","0.6","110","97","3","269"
"129","서산","2019-07-14 00:00","21","0.1","0","97","4","94"
"129","서산","2019-07-14 01:00","21.1","0.5","180","97","5","3"
"129","서산","2019-07-14 02:00","20.9","0.6","110","97","4","0"
"129","서산","2019-07-14 03:00","20.4","0.2","0","97","2","0"
"129","서산","2019-07-14 04:00","21","0.4","0","97","3","0"
"129","서산","2019-07-14 05:00","21.5","0.7","110","97","4","0"
"129","서산","2019-07-14 06:00","21.1","0.5","180","97","5","0"
"129","서산","2019-07-14 07:00","21.7","0.7","360","97","6","0"
"129","서산","2019-07-14 08:00","22.5","0.4","0","92","7","0"
"129","서산","2019-07-14 09:00","23.5","0.9","110","84","7","0"
"129","서산","2019-07-14 10:00","24.4","1.1","230","82","7","0"
"129","서산","2019-07-14 11:00","26.2","1.4","250","70","7","0"
"129","서산","2019-07-14 12:00","27.8","1","340","62","6","6"
"129","서산","2019-07-14 13:00","27.4","2.5","250","69","7","97"
"129","서산","2019-07-14 14:00","26.9","1.6","320","67","8","189"
"129","서산","2019-07-14 15:00","27.6","3.7","230","70","7","360"
"129","서산","2019-07-14 16:00","27.8","2.4","230","62","6","513"
"129","서산","2019-07-14 17:00","27.4","2.9","230","67","4","607"
"129","서산","2019-07-14 18:00","26.4","3.3","230","73","3","660"
"129","서산","2019-07-14 19:00","24.5","3.1","230","90","3","669"
"129","서산","2019-07-14 20:00","23.5","1.9","200","97","1","632"
"129","서산","2019-07-14 21:00","23.1","0.9","200","97","1","545"
"129","서산","2019-07-14 22:00","22.8","1.2","230","97","1","414"
"129","서산","2019-07-14 23:00","22.7","0.9","200","97","1","254"
"129","서산","2019-07-15 00:00","22.7","0.6","140","97","2","97"
"129","서산","2019-07-15 01:00","21.9","0.5","50","97","1","3"
"129","서산","2019-07-15 02:00","21.7","0.8","160","97","1","0"
"129","서산","2019-07-15 03:00","22.3","0.8","160","97","1","0"
"129","서산","2019-07-15 04:00","22.3","0.3","0","97","3","0"
"129","서산","2019-07-15 05:00","22.2","1","140","97","5","0"
"129","서산","2019-07-15 06:00","22.1","0.4","0","97","6","0"
"129","서산","2019-07-15 07:00","22.9","0.7","180","97","8","0"
"129","서산","2019-07-15 08:00","23.2","1.1","160","96","10","0"
"129","서산","2019-07-15 09:00","23.5","1","180","93","10","0"
"129","서산","2019-07-15 10:00","23.4","0.8","270","97","10","0"
"129","서산","2019-07-15 11:00","23.4","0.4","0","96","10","0"
"129","서산","2019-07-15 12:00","23.1","0.9","90","97","10","46"
"129","서산","2019-07-15 13:00","24.5","3.5","230","90","10","29"
"129","서산","2019-07-15 14:00","24.1","3.8","180","82","10","57"
"129","서산","2019-07-15 15:00","25.7","3.3","200","75","7","67"
"129","서산","2019-07-15 16:00","25.6","3.6","200","77","4","74"
"129","서산","2019-07-15 17:00","24.9","2.9","180","76","7","89"
"129","서산","2019-07-15 18:00","24.6","3","180","76","7","70"
"129","서산","2019-07-15 19:00","24.2","1.6","200","78","6","152"
"129","서산","2019-07-15 20:00","23.3","1.3","180","83","6","244"
"129","서산","2019-07-15 21:00","21.8","0.2","0","97","4","544"
"129","서산","2019-07-15 22:00","22.7","0.7","160","89","8","224"
"129","서산","2019-07-15 23:00","22.3","0.1","0","93","7","168"
"129","서산","2019-07-16 00:00","21.4","1.7","200","97","10","57"
"129","서산","2019-07-16 01:00","21.6","0.8","180","96","10","0"
"129","서산","2019-07-16 02:00","21.7","1.4","180","97","8","0"
"129","서산","2019-07-16 03:00","21.5","1.9","160","97","8","0"
"129","서산","2019-07-16 04:00","21.3","1.7","180","97","8","0"
"129","서산","2019-07-16 05:00","21.5","1.2","180","97","9","0"
"129","서산","2019-07-16 06:00","21.5","1.3","140","97","9","0"
"129","서산","2019-07-16 07:00","21.9","0.5","180","97","8","0"
"129","서산","2019-07-16 08:00","23.1","1.8","180","92","6","0"
"129","서산","2019-07-16 09:00","24","2.2","200","86","6","0"
"129","서산","2019-07-16 10:00","24.9","1.7","200","77","7","0"
"129","서산","2019-07-16 11:00","26.5","2.4","180","64","7","0"
"129","서산","2019-07-16 12:00","26.7","2.9","250","63","8","7"
"129","서산","2019-07-16 13:00","27.6","2.9","250","64","9","114"
"129","서산","2019-07-16 14:00","28","2.9","250","65","8","187"
"129","서산","2019-07-16 15:00","26.9","2.6","290","74","9","244"
"129","서산","2019-07-16 16:00","27.2","1.9","270","68","8","309"
"129","서산","2019-07-16 17:00","27.1","2.5","230","60","7","578"
"129","서산","2019-07-16 18:00","26.4","2.1","200","65","5","406"
"129","서산","2019-07-16 19:00","25.3","1.8","200","70","6","154"
"129","서산","2019-07-16 20:00","24.1","0.5","20","77","3","142"
"129","서산","2019-07-16 21:00","23","0.6","20","89","6","188"
"129","서산","2019-07-16 22:00","22.4","1.1","50","92","7","335"
"129","서산","2019-07-16 23:00","22","0.8","110","96","6","262"
"129","서산","2019-07-17 00:00","21.4","0.5","20","97","8","88"
"129","서산","2019-07-17 01:00","21.1","0.7","90","97","7","1"
"129","서산","2019-07-17 02:00","20.8","0.8","70","97","5","0"
"129","서산","2019-07-17 03:00","20.4","0","0","97","7","0"
"129","서산","2019-07-17 04:00","20","0.2","0","97","7","0"
"129","서산","2019-07-17 05:00","20.2","0.2","0","97","7","0"
"129","서산","2019-07-17 06:00","20.4","0.6","90","97","7","0"
"129","서산","2019-07-17 07:00","22","0.2","0","97","8","0"
"129","서산","2019-07-17 08:00","23.3","0.5","70","90","7","0"
"129","서산","2019-07-17 09:00","24.9","1.2","250","80","5","0"
"129","서산","2019-07-17 10:00","26.3","0.9","250","73","8","0"
"129","서산","2019-07-17 11:00","26.8","2","250","69","8","0"
"129","서산","2019-07-17 12:00","27.9","1","270","64","8","43"
"129","서산","2019-07-17 13:00","28","1.1","340","63","10","110"
"129","서산","2019-07-17 14:00","27.9","1.5","20","68","10","171"
"129","서산","2019-07-17 15:00","27.8","1.6","360","71","10","304"
"129","서산","2019-07-17 16:00","27.6","1.9","340","73","10","350"
"129","서산","2019-07-17 17:00","26.5","2.2","340","71","10","404"
"129","서산","2019-07-17 18:00","25.3","2.4","340","70","10","326"
"129","서산","2019-07-17 19:00","24.7","0.8","20","73","10","335"
"129","서산","2019-07-17 20:00","23.6","1.4","70","78","10","368"
"129","서산","2019-07-17 21:00","23.7","0.6","70","84","10","249"
"129","서산","2019-07-17 22:00","23.2","0.8","70","90","10","186"
"129","서산","2019-07-17 23:00","23.1","0.6","20","86","10","90"
"129","서산","2019-07-18 00:00","23","0.6","20","84","10","15"
"129","서산","2019-07-18 01:00","22.8","0.7","110","88","10","0"
"129","서산","2019-07-18 02:00","22.1","0.3","0","95","10","0"
"129","서산","2019-07-18 03:00","22.4","0.2","0","96","10","0"
"129","서산","2019-07-18 04:00","21.9","1.1","320","97","10","0"
"129","서산","2019-07-18 05:00","21.7","0.5","250","97","10","0"
"129","서산","2019-07-18 06:00","22.1","1.1","160","97","10","0"
"129","서산","2019-07-18 07:00","22.8","1.1","140","97","7","0"
"129","서산","2019-07-18 08:00","24.2","1.2","50","92","4","0"
"129","서산","2019-07-18 09:00","25.5","1.5","70","79","7","0"
"129","서산","2019-07-18 10:00","26.6","1.7","70","70","8","0"
"129","서산","2019-07-18 11:00","27.2","2","70","67","8","0"
"129","서산","2019-07-18 12:00","28","2.5","90","64","7","21"
"129","서산","2019-07-18 13:00","29.3","2.7","90","55","7","102"
"129","서산","2019-07-18 14:00","30.3","3","90","50","7","225"
"129","서산","2019-07-18 15:00","30.1","2.6","90","51","5","355"
"129","서산","2019-07-18 16:00","28.5","3.1","250","66","7","440"
"129","서산","2019-07-18 17:00","27.2","2.9","230","70","7","587"
"129","서산","2019-07-18 18:00","26.6","2.7","250","71","7","672"
"129","서산","2019-07-18 19:00","25.5","2.2","230","78","7","646"
"129","서산","2019-07-18 20:00","24.4","1.2","230","85","7","611"
"129","서산","2019-07-18 21:00","23.9","1.2","200","88","6","546"
"129","서산","2019-07-18 22:00","23.4","0.1","0","90","5","389"
"129","서산","2019-07-18 23:00","22.6","0.5","140","96","6","241"
"129","서산","2019-07-19 00:00","22.7","1.1","50","96","6","100"
"129","서산","2019-07-19 01:00","22.6","0.9","20","96","6","17"
"129","서산","2019-07-19 02:00","22.9","0.7","50","93","4","0"
"129","서산","2019-07-19 03:00","22.7","0.6","20","96","2","0"
"129","서산","2019-07-19 04:00","22.8","1.4","50","94","4","0"
"129","서산","2019-07-19 05:00","22.8","1.4","50","92","4","0"
"129","서산","2019-07-19 06:00","22.7","1.2","50","91","4","0"
"129","서산","2019-07-19 07:00","24.4","2.2","50","83","3","0"
"129","서산","2019-07-19 08:00","26.4","2.9","50","75","3","0"
"129","서산","2019-07-19 09:00","28.4","2.2","70","68","5","0"
"129","서산","2019-07-19 10:00","29.5","2.7","70","64","5","0"
"129","서산","2019-07-19 11:00","30","2.7","70","60","7","0"
"129","서산","2019-07-19 12:00","31","2.3","70","58","8","0"
"129","서산","2019-07-19 13:00","31.9","3","70","56","8","42"
"129","서산","2019-07-19 14:00","31.5","2.5","140","57","8","202"
"129","서산","2019-07-19 15:00","27","2.7","200","87","9","398"
"129","서산","2019-07-19 16:00","27.5","1.2","230","83","9","521"
"129","서산","2019-07-19 17:00","27.9","0.4","0","87","10","536"
"129","서산","2019-07-19 18:00","28.9","1.3","90","76","10","535"
"129","서산","2019-07-19 19:00","28.5","1.5","140","74","10","512"
"129","서산","2019-07-19 20:00","27.6","2","70","77","8","387"
"129","서산","2019-07-19 21:00","26.9","2.3","70","79","9","178"
"129","서산","2019-07-19 22:00","26.5","2.2","70","79","9","159"
"129","서산","2019-07-19 23:00","26.5","1.8","50","76","9","179"
"129","서산","2019-07-20 00:00","26.3","2.7","50","78","9","30"
"129","서산","2019-07-20 01:00","26.5","3.3","90","74","10","0"
"129","서산","2019-07-20 02:00","26.6","3.2","70","73","10","0"
"129","서산","2019-07-20 03:00","26.4","3.1","50","74","10","0"
"129","서산","2019-07-20 04:00","26","3.7","70","76","10","0"
"129","서산","2019-07-20 05:00","26.3","4.6","70","73","10","0"
"129","서산","2019-07-20 06:00","26.2","4.6","70","73","10","0"
"129","서산","2019-07-20 07:00","26.1","3.6","70","74","10","0"
"129","서산","2019-07-20 08:00","25.5","3.9","50","79","10","0"
"129","서산","2019-07-20 09:00","25.7","4.1","50","80","10","0"
"129","서산","2019-07-20 10:00","25.4","3.7","50","85","10","0"
"129","서산","2019-07-20 11:00","26","3.8","70","86","10","0"
"129","서산","2019-07-20 12:00","26","4","70","89","10","1"
"129","서산","2019-07-20 13:00","28.8","4.2","70","72","10","21"
"129","서산","2019-07-20 14:00","29.4","5.2","70","66","10","104"
"129","서산","2019-07-20 15:00","29.2","4.1","70","67","10","180"
"129","서산","2019-07-20 16:00","28.8","2.8","70","70","10","337"
"129","서산","2019-07-20 17:00","27.8","2.9","70","75","10","358"
"129","서산","2019-07-20 18:00","26.5","3","70","89","10","521"
"129","서산","2019-07-20 19:00","26.1","3.7","50","88","10","247"
"129","서산","2019-07-20 20:00","26","3","50","87","10","281"
"129","서산","2019-07-20 21:00","25.7","1.6","20","89","9","188"
"129","서산","2019-07-20 22:00","25.7","2.2","50","88","8","100"
"129","서산","2019-07-20 23:00","25.7","1.8","50","87","10","42"
"129","서산","2019-07-21 00:00","25","1","20","94","9","1"
"129","서산","2019-07-21 01:00","24.2","1","50","97","9","0"
"129","서산","2019-07-21 02:00","24","0.5","340","97","10","0"
"129","서산","2019-07-21 03:00","23.9","0.9","270","97","10","0"
"129","서산","2019-07-21 04:00","23.7","1.1","230","97","10","0"
"129","서산","2019-07-21 05:00","23.4","1.6","230","97","10","0"
"129","서산","2019-07-21 06:00","23.3","2.4","290","97","5","0"
"129","서산","2019-07-21 07:00","23.5","1.4","230","97","9","0"
"129","서산","2019-07-21 08:00","23.7","2.2","250","97","7","0"
"129","서산","2019-07-21 09:00","24","2.1","250","97","6","0"
"129","서산","2019-07-21 10:00","24.1","2.9","230","97","5","0"
"129","서산","2019-07-21 11:00","24.4","4.1","230","97","10","0"
"129","서산","2019-07-21 12:00","24.6","3.7","230","97","10","0"
"129","서산","2019-07-21 13:00","26","4.2","230","92","10","5"
"129","서산","2019-07-21 14:00","27.1","3.8","270","83","10","34"
"129","서산","2019-07-21 15:00","27.8","3.6","250","79","5","78"
"129","서산","2019-07-21 16:00","27.6","3.6","230","82","8","136"
"129","서산","2019-07-21 17:00","27.5","4.1","230","80","8","185"
"129","서산","2019-07-21 18:00","26.2","4.2","200","86","6","161"
"129","서산","2019-07-21 19:00","24.6","3.5","180","95","4","269"
"129","서산","2019-07-21 20:00","24","2.8","180","97","5","378"
"129","서산","2019-07-21 21:00","24.1","2","180","97","6","217"
"129","서산","2019-07-21 22:00","23.5","3","160","97","6","143"
"129","서산","2019-07-21 23:00","23.1","2.4","180","97","7","247"
"129","서산","2019-07-22 00:00","23.2","2.5","160","97","7","105"
"129","서산","2019-07-22 01:00","23.2","2.6","180","97","7","0"
"129","서산","2019-07-22 02:00","23.4","2.7","180","97","5","0"
"129","서산","2019-07-22 03:00","23.5","2.8","180","97","5","0"
"129","서산","2019-07-22 04:00","23.2","3.1","180","97","6","0"
"129","서산","2019-07-22 05:00","23","3","180","97","7","0"
"129","서산","2019-07-22 06:00","22.8","2.7","180","97","6","0"
"129","서산","2019-07-22 07:00","22.8","2.9","180","97","8","0"
"129","서산","2019-07-22 08:00","23.1","3.5","180","97","8","0"
"129","서산","2019-07-22 09:00","23.5","2.2","180","97","7","0"
"129","서산","2019-07-22 10:00","24.8","2.8","180","95","6","0"
"129","서산","2019-07-22 11:00","27","2.5","200","84","7","0"
"129","서산","2019-07-22 12:00","27.4","2.8","180","82","7","0"
"129","서산","2019-07-22 13:00","28","2.5","200","78","5","50"
"129","서산","2019-07-22 14:00","29","2.6","180","75","2","83"
"129","서산","2019-07-22 15:00","29.1","2.7","200","75","2","190"
"129","서산","2019-07-22 16:00","29","3.2","200","75","2","332"
"129","서산","2019-07-22 17:00","27.6","3.3","180","79","5","321"
"129","서산","2019-07-22 18:00","26.5","3.4","200","83","8","552"
"129","서산","2019-07-22 19:00","25.8","2.2","200","86","5","670"
"129","서산","2019-07-22 20:00","25.1","1.3","180","93","8","650"
"129","서산","2019-07-22 21:00","24.2","1.3","230","97","9","569"
"129","서산","2019-07-22 22:00","23.9","1.8","180","97","8","423"
"129","서산","2019-07-22 23:00","23.7","2","180","97","10","207"
"129","서산","2019-07-23 00:00","24","1.3","160","97","9","67"
"129","서산","2019-07-23 01:00","24.2","2.2","180","97","9","0"
"129","서산","2019-07-23 02:00","24.1","2.2","180","97","6","0"
"129","서산","2019-07-23 03:00","23.8","1.9","180","97","6","0"
"129","서산","2019-07-23 04:00","23.8","1.7","230","97","6","0"
"129","서산","2019-07-23 05:00","24","1.8","180","97","8","0"
"129","서산","2019-07-23 06:00","24.3","1.8","160","97","7","0"
"129","서산","2019-07-23 07:00","24.5","0.5","180","97","8","0"
"129","서산","2019-07-23 08:00","25.1","1.1","180","97","8","0"
"129","서산","2019-07-23 09:00","27.5","2.6","180","92","7","0"
"129","서산","2019-07-23 10:00","28.7","4.4","180","76","8","0"
"129","서산","2019-07-23 11:00","28.6","4.3","200","76","7","0"
"129","서산","2019-07-23 12:00","29","4.9","200","75","7","0"
"129","서산","2019-07-23 13:00","27.8","5.4","200","78","7","46"
"129","서산","2019-07-23 14:00","29.3","5.4","200","70","7","82"
"129","서산","2019-07-23 15:00","30.4","5.7","180","63","5","205"
"129","서산","2019-07-23 16:00","29.6","4.8","200","68","8","293"
"129","서산","2019-07-23 17:00","28.9","4.5","180","71","7","298"
"129","서산","2019-07-23 18:00","27.2","3.1","200","82","7","452"
"129","서산","2019-07-23 19:00","26.9","2.9","200","85","10","563"
"129","서산","2019-07-23 20:00","26.2","2.6","200","90","6","630"
"129","서산","2019-07-23 21:00","26","1.6","200","90","8","453"
"129","서산","2019-07-23 22:00","25.8","1.9","180","90","10","377"
"129","서산","2019-07-23 23:00","25.7","2.8","180","91","10","79"
"129","서산","2019-07-24 00:00","25.5","3.5","180","94","10","31"
"129","서산","2019-07-24 01:00","24.6","2.9","180","97","10","0"
"129","서산","2019-07-24 02:00","24.5","2.4","200","97","3","0"
"129","서산","2019-07-24 03:00","24.5","2.7","200","97","1","0"
"129","서산","2019-07-24 04:00","24.5","3.2","200","97","9","0"
"129","서산","2019-07-24 05:00","24.4","3.5","180","97","7","0"
"129","서산","2019-07-24 06:00","24.5","3.2","180","97","10","0"
"129","서산","2019-07-24 07:00","24.5","3.3","180","97","10","0"
"129","서산","2019-07-24 08:00","24.5","3.6","180","97","10","0"
"129","서산","2019-07-24 09:00","24.5","3","200","97","10","0"
"129","서산","2019-07-24 10:00","25.1","2.2","180","97","10","0"
"129","서산","2019-07-24 11:00","25.3","2.7","180","97","10","0"
"129","서산","2019-07-24 12:00","26.1","3.6","180","94","10","0"
"129","서산","2019-07-24 13:00","28.1","4.6","200","82","10","4"
"129","서산","2019-07-24 14:00","26.9","3.4","200","86","10","42"
"129","서산","2019-07-24 15:00","26.8","3.6","200","88","9","33"
"129","서산","2019-07-24 16:00","26.8","3.8","180","89","10","87"
"129","서산","2019-07-24 17:00","27","2.4","180","88","9","189"
"129","서산","2019-07-24 18:00","27.4","3.1","200","86","8","287"
"129","서산","2019-07-24 19:00","26.6","3.5","180","90","5","206"
"129","서산","2019-07-24 20:00","26.1","3.1","180","94","7","109"
"129","서산","2019-07-24 21:00","25.6","1.9","180","97","5","117"
"129","서산","2019-07-24 22:00","25.5","1.8","200","97","8","142"
"129","서산","2019-07-24 23:00","25.3","1.7","200","97","6","71"
"129","서산","2019-07-25 00:00","25","1.6","200","97","7","50"
"129","서산","2019-07-25 01:00","24.9","1.8","180","97","10","4"
"129","서산","2019-07-25 02:00","","","","","10","0"
"129","서산","2019-07-25 03:00","","","","","10","0"
"129","서산","2019-07-25 04:00","","","","","10","0"
"129","서산","2019-07-25 05:00","","","","","10","0"
"129","서산","2019-07-25 06:00","","","","","10","0"
"129","서산","2019-07-25 07:00","","","","","10","0"
"129","서산","2019-07-25 08:00","24.9","2.1","180","97","10","0"
"129","서산","2019-07-25 09:00","24.8","2.6","180","97","8","0"
"129","서산","2019-07-25 10:00","24.7","2.7","180","97","9","0"
"129","서산","2019-07-25 11:00","24.6","3.2","180","97","9","0"
"129","서산","2019-07-25 12:00","24.7","2.7","180","97","9","0"
"129","서산","2019-07-25 13:00","24.7","2.2","200","97","10","26"
"129","서산","2019-07-25 14:00","25","3.5","180","97","8","34"
"129","서산","2019-07-25 15:00","24.8","4.9","180","97","10","71"
"129","서산","2019-07-25 16:00","25.8","3.8","200","97","10","75"
"129","서산","2019-07-25 17:00","25.1","3.4","180","97","8","47"
"129","서산","2019-07-25 18:00","25","3.2","180","97","7","43"
"129","서산","2019-07-25 19:00","25","1.6","180","97","3","143"
"129","서산","2019-07-25 20:00","25","3.5","180","97","7","94"
"129","서산","2019-07-25 21:00","25.1","3.2","230","97","6","92"
"129","서산","2019-07-25 22:00","25","2.3","230","97","10","232"
"129","서산","2019-07-25 23:00","24.8","2.9","230","97","10","2"
"129","서산","2019-07-26 00:00","24.9","2.6","200","97","10","0"
"129","서산","2019-07-26 01:00","24.8","2.6","180","97","9","0"
"129","서산","2019-07-26 02:00","24.7","4.1","180","97","10","0"
"129","서산","2019-07-26 03:00","24.9","4.4","180","97","9","0"
"129","서산","2019-07-26 04:00","24.8","3.3","180","97","8","0"
"129","서산","2019-07-26 05:00","24.7","3.4","180","97","9","0"
"129","서산","2019-07-26 06:00","24.8","3","200","97","9","0"
"129","서산","2019-07-26 07:00","24.9","2.9","180","97","10","0"
"129","서산","2019-07-26 08:00","25.1","3.2","200","97","10","0"
"129","서산","2019-07-26 09:00","25","4.1","200","97","10","0"
"129","서산","2019-07-26 10:00","24.7","2.5","200","97","10","0"
"129","서산","2019-07-26 11:00","24.7","2.7","200","97","10","0"
"129","서산","2019-07-26 12:00","24.8","3.2","200","97","10","0"
"129","서산","2019-07-26 13:00","24.5","3.8","200","97","10","0"
"129","서산","2019-07-26 14:00","24.5","2.5","200","97","10","0"
"129","서산","2019-07-26 15:00","25","2.4","200","97","10","0"
"129","서산","2019-07-26 16:00","25.5","3.2","200","97","9","47"
"129","서산","2019-07-26 17:00","25.9","3.8","180","97","9","188"
"129","서산","2019-07-26 18:00","25.5","1.8","200","97","9","29"
"129","서산","2019-07-26 19:00","25.6","3","200","97","5","13"
"129","서산","2019-07-26 20:00","25.2","1.5","200","97","10","126"
"129","서산","2019-07-26 21:00","24.6","1.5","180","97","8","394"
"129","서산","2019-07-26 22:00","24.5","1.3","160","97","8","108"
"129","서산","2019-07-26 23:00","24.4","2.1","180","97","9","37"
"129","서산","2019-07-27 00:00","24.3","1.8","180","97","8","2"
"129","서산","2019-07-27 01:00","24.2","1.8","200","97","8","0"
"129","서산","2019-07-27 02:00","24.1","2","180","97","7","0"
"129","서산","2019-07-27 03:00","24.1","1.4","200","97","7","0"
"129","서산","2019-07-27 04:00","23.9","0.5","160","97","9","0"
"129","서산","2019-07-27 05:00","23.9","0","0","97","9","0"
"129","서산","2019-07-27 06:00","24","0.5","70","97","8","0"
"129","서산","2019-07-27 07:00","24.3","0.4","0","97","8","0"
"129","서산","2019-07-27 08:00","25.1","1","180","97","2","0"
"129","서산","2019-07-27 09:00","26","1","180","97","1","0"
"129","서산","2019-07-27 10:00","27","1.4","230","96","6","0"
"129","서산","2019-07-27 11:00","27.2","2.9","200","93","9","0"
"129","서산","2019-07-27 12:00","28.9","3","180","83","7","7"
"129","서산","2019-07-27 13:00","29","3.7","200","86","6","61"
"129","서산","2019-07-27 14:00","29.2","3.4","200","81","6","231"
"129","서산","2019-07-27 15:00","29.8","4.1","200","77","7","126"
"129","서산","2019-07-27 16:00","28.5","3.9","180","85","8","292"
"129","서산","2019-07-27 17:00","28.3","3.7","200","86","7","541"
"129","서산","2019-07-27 18:00","27.6","2.9","180","88","8","322"
"129","서산","2019-07-27 19:00","26.5","1.7","180","97","8","390"
"129","서산","2019-07-27 20:00","26.5","1.2","160","97","8","535"
"129","서산","2019-07-27 21:00","26.3","2.3","160","97","6","368"
"129","서산","2019-07-27 22:00","26.4","2","160","97","9","118"
"129","서산","2019-07-27 23:00","26.2","1.2","160","97","10","188"
"129","서산","2019-07-28 00:00","26.4","1.6","180","97","6","65"
